game_version,completion_level,completion_time,battle_order,notes,total_losses,pokemon_id,battle_timestamps,moves_used,battle_losses,id,created_date,updated_date,created_by_id,created_by,is_sample
"red","67","05:54","{""rival_4"":null,""rival_3"":null,""rival_2"":null,""sabrina"":null,""giovanni_2"":null,""blaine"":null,""giovanni_1"":null,""koga"":null,""misty"":null,""lt_surge"":null,""erica"":null,""rival_5"":null}","","1+","6968f71e9bde483fd859c6cd","{""rival_4"":null,""rival_3"":null,""rival_2"":null,""giovanni_3"":null,""giovanni_2"":null,""giovanni_1"":null,""lance"":null,""koga"":null,""misty"":null,""agatha"":null,""lt_surge"":null,""sabrina"":null,""blaine"":null,""lorelei"":null,""bruno"":null,""brock"":null,""erica"":null,""rival_6"":null,""champion"":null,""rival_5"":null}","[""Wrap"",""Thunder Wave"",""Leer"",""Bubble Beam"",""Agility"",""Body Slam"",""Ice Beam"",""Thunderbolt"",""Slam"",""Blizzard"",""Hyper Beam""]","{""brock"":""1+"",""rival_2"":null,""misty"":null,""rival_3"":null,""lt_surge"":null,""erica"":null,""rival_4"":null,""giovanni_1"":null,""koga"":null,""sabrina"":null,""rival_5"":null,""giovanni_2"":null,""blaine"":null,""giovanni_3"":null,""rival_6"":null,""lorelei"":null,""bruno"":null,""agatha"":null,""lance"":null,""champion"":null}","69885b05bfd133e3866d7497","2026-02-08T09:44:37.743000","2026-02-11T16:00:08.951000","6968d9b33bd7615d4854fd8b","nadavatar@gmail.com","false"
"red","0","","{""rival_4"":null,""rival_3"":null,""rival_2"":null,""sabrina"":null,""giovanni_2"":null,""blaine"":null,""giovanni_1"":null,""koga"":null,""misty"":null,""lt_surge"":null,""erica"":null,""rival_5"":null}","","0","","{""rival_4"":null,""rival_3"":null,""rival_2"":null,""giovanni_3"":null,""giovanni_2"":null,""giovanni_1"":null,""lance"":null,""koga"":null,""misty"":null,""agatha"":null,""lt_surge"":null,""sabrina"":null,""blaine"":null,""lorelei"":null,""bruno"":null,""brock"":null,""erica"":null,""rival_6"":null,""champion"":null,""rival_5"":null}","[""Psychic"",""Swift"",""Confusion"",""Thunderbolt"",""Ice Beam"",""Tri Attack"",""Blizzard"",""Fire Blast""]","{""rival_4"":null,""rival_3"":null,""rival_2"":null,""giovanni_3"":null,""giovanni_2"":null,""giovanni_1"":null,""lance"":null,""koga"":null,""misty"":null,""agatha"":null,""lt_surge"":null,""sabrina"":null,""blaine"":null,""lorelei"":null,""bruno"":null,""brock"":null,""erica"":null,""rival_6"":null,""champion"":null,""rival_5"":null}","6984a01de0172909e86338c8","2026-02-05T13:50:21.834000","2026-02-05T13:50:21.834000","6968d9b33bd7615d4854fd8b","nadavatar@gmail.com","false"
"red","50","03:03","{""rival_2"":null,""misty"":null,""rival_3"":null,""lt_surge"":null,""erica"":null,""rival_4"":null,""giovanni_1"":null,""koga"":null,""sabrina"":null,""rival_5"":null,""giovanni_2"":null,""blaine"":null}","","0","6968f71e9bde483fd859c6cf","{""brock"":null,""rival_2"":null,""misty"":null,""rival_3"":null,""lt_surge"":null,""erica"":null,""rival_4"":null,""giovanni_1"":null,""koga"":null,""sabrina"":null,""rival_5"":null,""giovanni_2"":null,""blaine"":null,""giovanni_3"":null,""rival_6"":null,""lorelei"":null,""bruno"":null,""agatha"":null,""lance"":null,""champion"":null}","[""Psychic"",""Swift"",""Thunderbolt"",""Ice Beam"",""Tri-Attack"",""Blizzard"",""Fire Blast""]","{""brock"":null,""rival_2"":null,""misty"":null,""rival_3"":null,""lt_surge"":null,""erica"":null,""rival_4"":null,""giovanni_1"":null,""koga"":null,""sabrina"":null,""rival_5"":null,""giovanni_2"":null,""blaine"":null,""giovanni_3"":null,""rival_6"":null,""lorelei"":null,""bruno"":null,""agatha"":null,""lance"":null,""champion"":null}","69849fd5edb24d08f23db5b2","2026-02-05T13:49:09.660000","2026-02-08T12:03:23.330000","6968d9b33bd7615d4854fd8b","nadavatar@gmail.com","false"
"red","64","03:56","{""rival_4"":7,""rival_3"":3,""rival_2"":2,""sabrina"":13,""giovanni_2"":10,""blaine"":12,""giovanni_1"":5,""koga"":8,""misty"":4,""lt_surge"":6,""erica"":11,""rival_5"":9}","","46+","6968f71e9bde483fd859c685","{""rival_4"":null,""rival_3"":null,""rival_2"":null,""giovanni_3"":""3:21"",""giovanni_2"":null,""giovanni_1"":null,""lance"":null,""koga"":""2:32"",""misty"":""1:37"",""agatha"":null,""lt_surge"":""2:10"",""sabrina"":""3:11"",""blaine"":""3:07"",""lorelei"":null,""bruno"":null,""brock"":""0:43"",""erica"":""2:57"",""rival_6"":""3:38"",""champion"":null,""rival_5"":null}","[""Tackle"",""Defense Curl"",""Rock Throw"",""Mega Punch"",""Body Slam"",""Dig"",""Rock Slide"",""Earthquake"",""Harden""]","{""brock"":""30+"",""rival_2"":null,""misty"":null,""rival_3"":null,""lt_surge"":null,""erica"":null,""rival_4"":null,""giovanni_1"":null,""koga"":null,""sabrina"":null,""rival_5"":""4"",""giovanni_2"":null,""blaine"":null,""giovanni_3"":null,""rival_6"":null,""lorelei"":""12"",""bruno"":null,""agatha"":null,""lance"":null,""champion"":null}","698357146bd78a317caf3526","2026-02-04T14:26:28.664000","2026-02-11T14:48:09.463000","6968d9b33bd7615d4854fd8b","nadavatar@gmail.com","false"
"red","63","17:18","{""rival_2"":null,""misty"":null,""rival_3"":null,""lt_surge"":null,""erica"":null,""rival_4"":null,""giovanni_1"":null,""koga"":null,""sabrina"":null,""rival_5"":null,""giovanni_2"":null,""blaine"":null}","","0","6968f71e9bde483fd859c678","{""brock"":null,""rival_2"":null,""misty"":null,""rival_3"":null,""lt_surge"":null,""erica"":null,""rival_4"":null,""giovanni_1"":null,""koga"":null,""sabrina"":null,""rival_5"":null,""giovanni_2"":null,""blaine"":null,""giovanni_3"":null,""rival_6"":null,""lorelei"":null,""bruno"":null,""agatha"":null,""lance"":null,""champion"":null}","[""Teleport"",""Struggle"",""Mega Punch"",""Body Slam"",""Seismic Toss"",""Psychic"",""Agility"",""Mimic"",""Reflect"",""Recover""]","{""brock"":null,""rival_2"":null,""misty"":null,""rival_3"":null,""lt_surge"":null,""erica"":null,""rival_4"":null,""giovanni_1"":null,""koga"":null,""sabrina"":null,""rival_5"":null,""giovanni_2"":null,""blaine"":null,""giovanni_3"":null,""rival_6"":null,""lorelei"":null,""bruno"":null,""agatha"":null,""lance"":null,""champion"":null}","698355c7eef3b44f084c9a35","2026-02-04T14:20:55.996000","2026-02-08T12:03:31.778000","6968d9b33bd7615d4854fd8b","nadavatar@gmail.com","false"
"red","90","10:48","{""rival_2"":null,""misty"":null,""rival_3"":null,""lt_surge"":null,""erica"":null,""rival_4"":null,""giovanni_1"":null,""koga"":null,""sabrina"":null,""rival_5"":null,""giovanni_2"":null,""blaine"":null}","","0","6968f71e9bde483fd859c649","{""brock"":null,""rival_2"":null,""misty"":null,""rival_3"":null,""lt_surge"":null,""erica"":null,""rival_4"":null,""giovanni_1"":null,""koga"":null,""sabrina"":null,""rival_5"":null,""giovanni_2"":null,""blaine"":null,""giovanni_3"":null,""rival_6"":null,""lorelei"":null,""bruno"":null,""agatha"":null,""lance"":null,""champion"":null}","[""Sand Attack"",""Quick Attack"",""Gust"",""Wing Attack"",""Fly"",""Double-edge"",""Agility"",""Dig"",""Psychic""]","{""brock"":null,""rival_2"":null,""misty"":null,""rival_3"":null,""lt_surge"":null,""erica"":null,""rival_4"":null,""giovanni_1"":null,""koga"":null,""sabrina"":null,""rival_5"":null,""giovanni_2"":null,""blaine"":null,""giovanni_3"":null,""rival_6"":null,""lorelei"":null,""bruno"":null,""agatha"":null,""lance"":null,""champion"":null}","698355a0bddb730a1485e85b","2026-02-04T14:20:16.235000","2026-02-08T12:02:21.007000","6968d9b33bd7615d4854fd8b","nadavatar@gmail.com","false"
"red","89","09:20","{""rival_2"":null,""misty"":null,""rival_3"":null,""lt_surge"":null,""erica"":null,""rival_4"":null,""giovanni_1"":null,""koga"":null,""sabrina"":null,""rival_5"":null,""giovanni_2"":null,""blaine"":null}","","0","6968f71e9bde483fd859c64e","{""brock"":null,""rival_2"":null,""misty"":null,""rival_3"":null,""lt_surge"":null,""erica"":null,""rival_4"":null,""giovanni_1"":null,""koga"":null,""sabrina"":null,""rival_5"":null,""giovanni_2"":null,""blaine"":null,""giovanni_3"":null,""rival_6"":null,""lorelei"":null,""bruno"":null,""agatha"":null,""lance"":null,""champion"":null}","[""Fury Attack"",""Peck"",""Leer"",""Growl"",""Drill Peck"",""Mirror Move"",""Double Edge"",""Agility""]","{""brock"":null,""rival_2"":null,""misty"":null,""rival_3"":null,""lt_surge"":null,""erica"":null,""rival_4"":null,""giovanni_1"":null,""koga"":null,""sabrina"":null,""rival_5"":null,""giovanni_2"":null,""blaine"":null,""giovanni_3"":null,""rival_6"":null,""lorelei"":null,""bruno"":null,""agatha"":null,""lance"":null,""champion"":null}","6983558e1447a37e3eb5d1f7","2026-02-04T14:19:58.471000","2026-02-08T12:02:24.221000","6968d9b33bd7615d4854fd8b","nadavatar@gmail.com","false"
"red","90","08:04","{""rival_2"":null,""misty"":null,""rival_3"":null,""lt_surge"":null,""erica"":null,""rival_4"":null,""giovanni_1"":null,""koga"":null,""sabrina"":null,""rival_5"":null,""giovanni_2"":null,""blaine"":null}","","0","6968f71e9bde483fd859c65e","{""brock"":null,""rival_2"":null,""misty"":null,""rival_3"":null,""lt_surge"":null,""erica"":null,""rival_4"":null,""giovanni_1"":null,""koga"":null,""sabrina"":null,""rival_5"":null,""giovanni_2"":null,""blaine"":null,""giovanni_3"":null,""rival_6"":null,""lorelei"":null,""bruno"":null,""agatha"":null,""lance"":null,""champion"":null}","[""Ember"",""Tail Whip"",""Quick Attack"",""Dig"",""Body Slam"",""Flamethrower"",""Toxic"",""Fire Spin"",""Fire Blast""]","{""brock"":null,""rival_2"":null,""misty"":null,""rival_3"":null,""lt_surge"":null,""erica"":null,""rival_4"":null,""giovanni_1"":null,""koga"":null,""sabrina"":null,""rival_5"":null,""giovanni_2"":null,""blaine"":null,""giovanni_3"":null,""rival_6"":null,""lorelei"":null,""bruno"":null,""agatha"":null,""lance"":null,""champion"":null}","6983556d5bf622d6099536cc","2026-02-04T14:19:25.614000","2026-02-08T12:02:32.601000","6968d9b33bd7615d4854fd8b","nadavatar@gmail.com","false"
"red","82","09:17","{""rival_2"":null,""misty"":null,""rival_3"":null,""lt_surge"":null,""erica"":null,""rival_4"":null,""giovanni_1"":null,""koga"":null,""sabrina"":null,""rival_5"":null,""giovanni_2"":null,""blaine"":null}","","0","6968f71e9bde483fd859c662","{""brock"":null,""rival_2"":null,""misty"":null,""rival_3"":null,""lt_surge"":null,""erica"":null,""rival_4"":null,""giovanni_1"":null,""koga"":null,""sabrina"":null,""rival_5"":null,""giovanni_2"":null,""blaine"":null,""giovanni_3"":null,""rival_6"":null,""lorelei"":null,""bruno"":null,""agatha"":null,""lance"":null,""champion"":null}","[""Wing Attack"",""Bite"",""Super Sonic"",""Leech Life"",""Confuse Ray"",""Mega Drain"",""Double Edge"",""Mimic"",""Dig"",""Agility"",""Amnesia"",""Hypnosis"",""Toxic""]","{""brock"":null,""rival_2"":null,""misty"":null,""rival_3"":null,""lt_surge"":null,""erica"":null,""rival_4"":null,""giovanni_1"":null,""koga"":null,""sabrina"":null,""rival_5"":null,""giovanni_2"":null,""blaine"":null,""giovanni_3"":null,""rival_6"":null,""lorelei"":null,""bruno"":null,""agatha"":null,""lance"":null,""champion"":null}","698355565b32350aaeec46c1","2026-02-04T14:19:02.104000","2026-02-08T12:02:33.785000","6968d9b33bd7615d4854fd8b","nadavatar@gmail.com","false"
"red","79","08:49","{""rival_2"":null,""misty"":null,""rival_3"":null,""lt_surge"":null,""erica"":null,""rival_4"":null,""giovanni_1"":null,""koga"":null,""sabrina"":null,""rival_5"":null,""giovanni_2"":null,""blaine"":null}","","0","6968f71e9bde483fd859c669","{""brock"":null,""rival_2"":null,""misty"":null,""rival_3"":null,""lt_surge"":null,""erica"":null,""rival_4"":null,""giovanni_1"":null,""koga"":null,""sabrina"":null,""rival_5"":null,""giovanni_2"":null,""blaine"":null,""giovanni_3"":null,""rival_6"":null,""lorelei"":null,""bruno"":null,""agatha"":null,""lance"":null,""champion"":null}","[""Disable"",""Tackle"",""Leech Life"",""Poison Powder"",""Psychic"",""Sleep Powder"",""Mega Drain"",""Mimic"",""Fissure"",""Agility""]","{""brock"":null,""rival_2"":null,""misty"":null,""rival_3"":null,""lt_surge"":null,""erica"":null,""rival_4"":null,""giovanni_1"":null,""koga"":null,""sabrina"":null,""rival_5"":null,""giovanni_2"":null,""blaine"":null,""giovanni_3"":null,""rival_6"":null,""lorelei"":null,""bruno"":null,""agatha"":null,""lance"":null,""champion"":null}","698352225795356009fde3fb","2026-02-04T14:05:22.280000","2026-02-08T12:02:37.660000","6968d9b33bd7615d4854fd8b","nadavatar@gmail.com","false"
"red","80","08:37","{""rival_2"":null,""misty"":null,""rival_3"":null,""lt_surge"":null,""erica"":null,""rival_4"":null,""giovanni_1"":null,""koga"":null,""sabrina"":null,""rival_5"":null,""giovanni_2"":null,""blaine"":null}","","0","6968f71e9bde483fd859c656","{""brock"":null,""rival_2"":null,""misty"":null,""rival_3"":null,""lt_surge"":null,""erica"":null,""rival_4"":null,""giovanni_1"":null,""koga"":null,""sabrina"":null,""rival_5"":null,""giovanni_2"":null,""blaine"":null,""giovanni_3"":null,""rival_6"":null,""lorelei"":null,""bruno"":null,""agatha"":null,""lance"":null,""champion"":null}","[""Scratch"",""Growl"",""Tackle"",""Tail Whip"",""Body Slam"",""Bite"",""Dig"",""Double Kick"",""Reflect"",""Blizzard"",""Surf"",""Mimic"",""Agility"",""Barrier"",""Thunderbolt""]","{""brock"":null,""rival_2"":null,""misty"":null,""rival_3"":null,""lt_surge"":null,""erica"":null,""rival_4"":null,""giovanni_1"":null,""koga"":null,""sabrina"":null,""rival_5"":null,""giovanni_2"":null,""blaine"":null,""giovanni_3"":null,""rival_6"":null,""lorelei"":null,""bruno"":null,""agatha"":null,""lance"":null,""champion"":null}","698351f17dbdd1503a734718","2026-02-04T14:04:33.824000","2026-02-08T12:02:28.961000","6968d9b33bd7615d4854fd8b","nadavatar@gmail.com","false"
