name,type,power,accuracy,id,created_date,updated_date,created_by_id,created_by,is_sample
"Sword Dance","Normal","0","0","6970a47cb36ec118440c1d0f","2026-01-21T10:03:40.692000","2026-01-21T10:03:40.692000","6968d9b33bd7615d4854fd8b","nadavatar@gmail.com","false"
"Sharpen","Normal","0","0","6970a47cb36ec118440c1cf4","2026-01-21T10:03:40.692000","2026-01-21T10:03:40.692000","6968d9b33bd7615d4854fd8b","nadavatar@gmail.com","false"
"Swift","Normal","60","0","6970a47cb36ec118440c1d0e","2026-01-21T10:03:40.692000","2026-01-21T10:03:40.692000","6968d9b33bd7615d4854fd8b","nadavatar@gmail.com","false"
"Slash","Normal","70","100","6970a47cb36ec118440c1cf9","2026-01-21T10:03:40.692000","2026-01-21T10:03:40.692000","6968d9b33bd7615d4854fd8b","nadavatar@gmail.com","false"
"Slam","Normal","80","75","6970a47cb36ec118440c1cf8","2026-01-21T10:03:40.692000","2026-01-21T10:03:40.692000","6968d9b33bd7615d4854fd8b","nadavatar@gmail.com","false"
"Sand Attack","Ground","0","100","6970a47cb36ec118440c1cef","2026-01-21T10:03:40.692000","2026-01-21T10:03:40.692000","6968d9b33bd7615d4854fd8b","nadavatar@gmail.com","false"
"Self-Destruct","Normal","200","100","6970a47cb36ec118440c1cf3","2026-01-21T10:03:40.692000","2026-01-21T10:03:40.692000","6968d9b33bd7615d4854fd8b","nadavatar@gmail.com","false"
"Whirlwind","Normal","0","0","6970a47cb36ec118440c1d22","2026-01-21T10:03:40.692000","2026-01-21T10:03:40.692000","6968d9b33bd7615d4854fd8b","nadavatar@gmail.com","false"
"Submission","Fighting","80","80","6970a47cb36ec118440c1d09","2026-01-21T10:03:40.692000","2026-01-21T10:03:40.692000","6968d9b33bd7615d4854fd8b","nadavatar@gmail.com","false"
"Twineedle","Bug","25","100","6970a47cb36ec118440c1d1d","2026-01-21T10:03:40.692000","2026-01-21T10:03:40.692000","6968d9b33bd7615d4854fd8b","nadavatar@gmail.com","false"
"String Shot","Bug","0","95","6970a47cb36ec118440c1d06","2026-01-21T10:03:40.692000","2026-01-21T10:03:40.692000","6968d9b33bd7615d4854fd8b","nadavatar@gmail.com","false"
"Thunder Shock","Electric","40","100","6970a47cb36ec118440c1d17","2026-01-21T10:03:40.692000","2026-01-21T10:03:40.692000","6968d9b33bd7615d4854fd8b","nadavatar@gmail.com","false"
"Toxic","Poison","0","90","6970a47cb36ec118440c1d1a","2026-01-21T10:03:40.692000","2026-01-21T10:03:40.692000","6968d9b33bd7615d4854fd8b","nadavatar@gmail.com","false"
"Soft-Boiled","Normal","0","0","6970a47cb36ec118440c1cfe","2026-01-21T10:03:40.692000","2026-01-21T10:03:40.692000","6968d9b33bd7615d4854fd8b","nadavatar@gmail.com","false"
"Rest","Psychic","0","0","6970a47cb36ec118440c1cea","2026-01-21T10:03:40.692000","2026-01-21T10:03:40.692000","6968d9b33bd7615d4854fd8b","nadavatar@gmail.com","false"
"Smog","Poison","30","70","6970a47cb36ec118440c1cfc","2026-01-21T10:03:40.692000","2026-01-21T10:03:40.692000","6968d9b33bd7615d4854fd8b","nadavatar@gmail.com","false"
"Stun Spore","Grass","0","75","6970a47cb36ec118440c1d08","2026-01-21T10:03:40.692000","2026-01-21T10:03:40.692000","6968d9b33bd7615d4854fd8b","nadavatar@gmail.com","false"
"Tackle","Normal","40","100","6970a47cb36ec118440c1d10","2026-01-21T10:03:40.692000","2026-01-21T10:03:40.692000","6968d9b33bd7615d4854fd8b","nadavatar@gmail.com","false"
"Rock Throw","Rock","50","90","6970a47cb36ec118440c1ced","2026-01-21T10:03:40.692000","2026-01-21T10:03:40.692000","6968d9b33bd7615d4854fd8b","nadavatar@gmail.com","false"
"Transform","Normal","0","0","6970a47cb36ec118440c1d1b","2026-01-21T10:03:40.692000","2026-01-21T10:03:40.692000","6968d9b33bd7615d4854fd8b","nadavatar@gmail.com","false"
"Stomp","Normal","65","100","6970a47cb36ec118440c1d04","2026-01-21T10:03:40.692000","2026-01-21T10:03:40.692000","6968d9b33bd7615d4854fd8b","nadavatar@gmail.com","false"
"Tri Attack","Normal","80","100","6970a47cb36ec118440c1d1c","2026-01-21T10:03:40.692000","2026-01-21T10:03:40.692000","6968d9b33bd7615d4854fd8b","nadavatar@gmail.com","false"
"Sleep Powder","Grass","0","75","6970a47cb36ec118440c1cfa","2026-01-21T10:03:40.692000","2026-01-21T10:03:40.692000","6968d9b33bd7615d4854fd8b","nadavatar@gmail.com","false"
"Strength","Normal","80","100","6970a47cb36ec118440c1d05","2026-01-21T10:03:40.692000","2026-01-21T10:03:40.692000","6968d9b33bd7615d4854fd8b","nadavatar@gmail.com","false"
"Sonic Boom","Normal","0","90","6970a47cb36ec118440c1d00","2026-01-21T10:03:40.692000","2026-01-21T10:03:40.692000","6968d9b33bd7615d4854fd8b","nadavatar@gmail.com","false"
"Sing","Normal","0","55","6970a47cb36ec118440c1cf5","2026-01-21T10:03:40.692000","2026-01-21T10:03:40.692000","6968d9b33bd7615d4854fd8b","nadavatar@gmail.com","false"
"Clamp","Water","35","85","6970a47cb36ec118440c1c92","2026-01-21T10:03:40.691000","2026-01-21T10:03:40.691000","6968d9b33bd7615d4854fd8b","nadavatar@gmail.com","false"
"Fly","Flying","90","95","6970a47cb36ec118440c1cb0","2026-01-21T10:03:40.691000","2026-01-21T10:03:40.691000","6968d9b33bd7615d4854fd8b","nadavatar@gmail.com","false"
"Dragon Rage","Dragon","0","100","6970a47cb36ec118440c1ca3","2026-01-21T10:03:40.691000","2026-01-21T10:03:40.691000","6968d9b33bd7615d4854fd8b","nadavatar@gmail.com","false"
"Gust","Flying","40","100","6970a47cb36ec118440c1cb8","2026-01-21T10:03:40.691000","2026-01-21T10:03:40.691000","6968d9b33bd7615d4854fd8b","nadavatar@gmail.com","false"
"Confusion","Psychic","50","100","6970a47cb36ec118440c1c95","2026-01-21T10:03:40.691000","2026-01-21T10:03:40.691000","6968d9b33bd7615d4854fd8b","nadavatar@gmail.com","false"
"Double Slap","Normal","15","85","6970a47cb36ec118440c1ca0","2026-01-21T10:03:40.691000","2026-01-21T10:03:40.691000","6968d9b33bd7615d4854fd8b","nadavatar@gmail.com","false"
"Pin Missile","Bug","25","95","6970a47cb36ec118440c1cdc","2026-01-21T10:03:40.691000","2026-01-21T10:03:40.691000","6968d9b33bd7615d4854fd8b","nadavatar@gmail.com","false"
"Meditate","Psychic","0","0","6970a47cb36ec118440c1ccf","2026-01-21T10:03:40.691000","2026-01-21T10:03:40.691000","6968d9b33bd7615d4854fd8b","nadavatar@gmail.com","false"
"Psybeam","Psychic","65","100","6970a47cb36ec118440c1ce1","2026-01-21T10:03:40.691000","2026-01-21T10:03:40.691000","6968d9b33bd7615d4854fd8b","nadavatar@gmail.com","false"
"Kinesis","Psychic","0","80","6970a47cb36ec118440c1cc7","2026-01-21T10:03:40.691000","2026-01-21T10:03:40.691000","6968d9b33bd7615d4854fd8b","nadavatar@gmail.com","false"
"Horn Drill","Normal","0","30","6970a47cb36ec118440c1cbe","2026-01-21T10:03:40.691000","2026-01-21T10:03:40.691000","6968d9b33bd7615d4854fd8b","nadavatar@gmail.com","false"
"Defense Curl","Normal","0","0","6970a47cb36ec118440c1c9b","2026-01-21T10:03:40.691000","2026-01-21T10:03:40.691000","6968d9b33bd7615d4854fd8b","nadavatar@gmail.com","false"
"Leech Life","Bug","80","100","6970a47cb36ec118440c1cc8","2026-01-21T10:03:40.691000","2026-01-21T10:03:40.691000","6968d9b33bd7615d4854fd8b","nadavatar@gmail.com","false"
"Acid Armor","Poison","0","0","6970a47cb36ec118440c1c83","2026-01-21T10:03:40.691000","2026-01-21T10:03:40.691000","6968d9b33bd7615d4854fd8b","nadavatar@gmail.com","false"
"Flamethrower","Fire","90","100","6970a47cb36ec118440c1cae","2026-01-21T10:03:40.691000","2026-01-21T10:03:40.691000","6968d9b33bd7615d4854fd8b","nadavatar@gmail.com","false"
"Mega Drain","Grass","40","100","6970a47cb36ec118440c1cd0","2026-01-21T10:03:40.691000","2026-01-21T10:03:40.691000","6968d9b33bd7615d4854fd8b","nadavatar@gmail.com","false"
"Agility","Psychic","0","0","6970a47cb36ec118440c1c84","2026-01-21T10:03:40.691000","2026-01-21T10:03:40.691000","6968d9b33bd7615d4854fd8b","nadavatar@gmail.com","false"
"Light Screen","Psychic","0","0","6970a47cb36ec118440c1ccc","2026-01-21T10:03:40.691000","2026-01-21T10:03:40.691000","6968d9b33bd7615d4854fd8b","nadavatar@gmail.com","false"
"Acid","Poison","40","100","6970a47cb36ec118440c1c82","2026-01-21T10:03:40.691000","2026-01-21T10:03:40.691000","6968d9b33bd7615d4854fd8b","nadavatar@gmail.com","false"
"Pound","Normal","40","100","6970a47cb36ec118440c1ce0","2026-01-21T10:03:40.691000","2026-01-21T10:03:40.691000","6968d9b33bd7615d4854fd8b","nadavatar@gmail.com","false"
"Peck","Flying","35","100","6970a47cb36ec118440c1cda","2026-01-21T10:03:40.691000","2026-01-21T10:03:40.691000","6968d9b33bd7615d4854fd8b","nadavatar@gmail.com","false"
"Razor Leaf","Grass","55","95","6970a47cb36ec118440c1ce6","2026-01-21T10:03:40.691000","2026-01-21T10:03:40.691000","6968d9b33bd7615d4854fd8b","nadavatar@gmail.com","false"
"Headbutt","Normal","70","100","6970a47cb36ec118440c1cbb","2026-01-21T10:03:40.691000","2026-01-21T10:03:40.691000","6968d9b33bd7615d4854fd8b","nadavatar@gmail.com","false"
"Mist","Ice","0","0","6970a47cb36ec118440c1cd7","2026-01-21T10:03:40.691000","2026-01-21T10:03:40.691000","6968d9b33bd7615d4854fd8b","nadavatar@gmail.com","false"
"Karate Chop","Fighting","50","100","6970a47cb36ec118440c1cc6","2026-01-21T10:03:40.691000","2026-01-21T10:03:40.691000","6968d9b33bd7615d4854fd8b","nadavatar@gmail.com","false"
"Poison Gas","Poison","0","90","6970a47cb36ec118440c1cdd","2026-01-21T10:03:40.691000","2026-01-21T10:03:40.691000","6968d9b33bd7615d4854fd8b","nadavatar@gmail.com","false"
"Dizzy Punch","Normal","70","100","6970a47cb36ec118440c1c9e","2026-01-21T10:03:40.691000","2026-01-21T10:03:40.691000","6968d9b33bd7615d4854fd8b","nadavatar@gmail.com","false"
"Flash","Normal","0","100","6970a47cb36ec118440c1caf","2026-01-21T10:03:40.691000","2026-01-21T10:03:40.691000","6968d9b33bd7615d4854fd8b","nadavatar@gmail.com","false"
"Conversion","Normal","0","0","6970a47cb36ec118440c1c97","2026-01-21T10:03:40.691000","2026-01-21T10:03:40.691000","6968d9b33bd7615d4854fd8b","nadavatar@gmail.com","false"
"Fury Swipes","Normal","18","80","6970a47cb36ec118440c1cb3","2026-01-21T10:03:40.691000","2026-01-21T10:03:40.691000","6968d9b33bd7615d4854fd8b","nadavatar@gmail.com","false"
"Mega Punch","Normal","80","85","6970a47cb36ec118440c1cd2","2026-01-21T10:03:40.691000","2026-01-21T10:03:40.691000","6968d9b33bd7615d4854fd8b","nadavatar@gmail.com","false"
"Hypnosis","Psychic","0","60","6970a47cb36ec118440c1cc2","2026-01-21T10:03:40.691000","2026-01-21T10:03:40.691000","6968d9b33bd7615d4854fd8b","nadavatar@gmail.com","false"
"Drill Peck","Flying","80","100","6970a47cb36ec118440c1ca5","2026-01-21T10:03:40.691000","2026-01-21T10:03:40.691000","6968d9b33bd7615d4854fd8b","nadavatar@gmail.com","false"
"Night Shade","Ghost","0","100","6970a47cb36ec118440c1cd8","2026-01-21T10:03:40.691000","2026-01-21T10:03:40.691000","6968d9b33bd7615d4854fd8b","nadavatar@gmail.com","false"
"Ice Punch","Ice","75","100","6970a47cb36ec118440c1cc4","2026-01-21T10:03:40.691000","2026-01-21T10:03:40.691000","6968d9b33bd7615d4854fd8b","nadavatar@gmail.com","false"
"Glare","Normal","0","100","6970a47cb36ec118440c1cb4","2026-01-21T10:03:40.691000","2026-01-21T10:03:40.691000","6968d9b33bd7615d4854fd8b","nadavatar@gmail.com","false"
"Body Slam","Normal","85","100","6970a47cb36ec118440c1c8d","2026-01-21T10:03:40.691000","2026-01-21T10:03:40.691000","6968d9b33bd7615d4854fd8b","nadavatar@gmail.com","false"
"Poison Powder","Poison","0","75","6970a47cb36ec118440c1cde","2026-01-21T10:03:40.691000","2026-01-21T10:03:40.691000","6968d9b33bd7615d4854fd8b","nadavatar@gmail.com","false"
"Growl","Normal","0","100","6970a47cb36ec118440c1cb5","2026-01-21T10:03:40.691000","2026-01-21T10:03:40.691000","6968d9b33bd7615d4854fd8b","nadavatar@gmail.com","false"
"Rage","Normal","20","100","6970a47cb36ec118440c1ce5","2026-01-21T10:03:40.691000","2026-01-21T10:03:40.691000","6968d9b33bd7615d4854fd8b","nadavatar@gmail.com","false"
"Counter","Fighting","0","100","6970a47cb36ec118440c1c98","2026-01-21T10:03:40.691000","2026-01-21T10:03:40.691000","6968d9b33bd7615d4854fd8b","nadavatar@gmail.com","false"
"Metronome","Normal","0","0","6970a47cb36ec118440c1cd3","2026-01-21T10:03:40.691000","2026-01-21T10:03:40.691000","6968d9b33bd7615d4854fd8b","nadavatar@gmail.com","false"
"Barrage","Normal","15","85","6970a47cb36ec118440c1c87","2026-01-21T10:03:40.691000","2026-01-21T10:03:40.691000","6968d9b33bd7615d4854fd8b","nadavatar@gmail.com","false"
"Double Kick","Fighting","30","100","6970a47cb36ec118440c1c9f","2026-01-21T10:03:40.691000","2026-01-21T10:03:40.691000","6968d9b33bd7615d4854fd8b","nadavatar@gmail.com","false"
"Amnesia","Psychic","0","0","6970a47cb36ec118440c1c85","2026-01-21T10:03:40.691000","2026-01-21T10:03:40.691000","6968d9b33bd7615d4854fd8b","nadavatar@gmail.com","false"
"Ice Beam","Ice","90","100","6970a47cb36ec118440c1cc3","2026-01-21T10:03:40.691000","2026-01-21T10:03:40.691000","6968d9b33bd7615d4854fd8b","nadavatar@gmail.com","false"
"Haze","Ice","0","0","6970a47cb36ec118440c1cba","2026-01-21T10:03:40.691000","2026-01-21T10:03:40.691000","6968d9b33bd7615d4854fd8b","nadavatar@gmail.com","false"
"Focus Energy","Normal","0","0","6970a47cb36ec118440c1cb1","2026-01-21T10:03:40.691000","2026-01-21T10:03:40.691000","6968d9b33bd7615d4854fd8b","nadavatar@gmail.com","false"
"Leech Seed","Grass","0","90","6970a47cb36ec118440c1cc9","2026-01-21T10:03:40.691000","2026-01-21T10:03:40.691000","6968d9b33bd7615d4854fd8b","nadavatar@gmail.com","false"
"Quick Attack","Normal","40","100","6970a47cb36ec118440c1ce4","2026-01-21T10:03:40.691000","2026-01-21T10:03:40.691000","6968d9b33bd7615d4854fd8b","nadavatar@gmail.com","false"
"Hyper Fang","Normal","80","90","6970a47cb36ec118440c1cc1","2026-01-21T10:03:40.691000","2026-01-21T10:03:40.691000","6968d9b33bd7615d4854fd8b","nadavatar@gmail.com","false"
"Pay Day","Normal","40","100","6970a47cb36ec118440c1cd9","2026-01-21T10:03:40.691000","2026-01-21T10:03:40.691000","6968d9b33bd7615d4854fd8b","nadavatar@gmail.com","false"
"Egg Bomb","Normal","100","75","6970a47cb36ec118440c1ca7","2026-01-21T10:03:40.691000","2026-01-21T10:03:40.691000","6968d9b33bd7615d4854fd8b","nadavatar@gmail.com","false"
"Barrier","Psychic","0","0","6970a47cb36ec118440c1c88","2026-01-21T10:03:40.691000","2026-01-21T10:03:40.691000","6968d9b33bd7615d4854fd8b","nadavatar@gmail.com","false"
"Constrict","Normal","10","100","6970a47cb36ec118440c1c96","2026-01-21T10:03:40.691000","2026-01-21T10:03:40.691000","6968d9b33bd7615d4854fd8b","nadavatar@gmail.com","false"
"Bind","Normal","15","85","6970a47cb36ec118440c1c8a","2026-01-21T10:03:40.691000","2026-01-21T10:03:40.691000","6968d9b33bd7615d4854fd8b","nadavatar@gmail.com","false"
"Double-Edge","Normal","120","100","6970a47cb36ec118440c1ca2","2026-01-21T10:03:40.691000","2026-01-21T10:03:40.691000","6968d9b33bd7615d4854fd8b","nadavatar@gmail.com","false"
"Aurora Beam","Ice","65","100","6970a47cb36ec118440c1c86","2026-01-21T10:03:40.691000","2026-01-21T10:03:40.691000","6968d9b33bd7615d4854fd8b","nadavatar@gmail.com","false"
"Guillotine","Normal","0","30","6970a47cb36ec118440c1cb7","2026-01-21T10:03:40.691000","2026-01-21T10:03:40.691000","6968d9b33bd7615d4854fd8b","nadavatar@gmail.com","false"
"Psychic","Psychic","90","100","6970a47cb36ec118440c1ce2","2026-01-21T10:03:40.691000","2026-01-21T10:03:40.691000","6968d9b33bd7615d4854fd8b","nadavatar@gmail.com","false"
"Bonemerang","Ground","50","90","6970a47cb36ec118440c1c8f","2026-01-21T10:03:40.691000","2026-01-21T10:03:40.691000","6968d9b33bd7615d4854fd8b","nadavatar@gmail.com","false"
"Crabhammer","Water","100","90","6970a47cb36ec118440c1c99","2026-01-21T10:03:40.691000","2026-01-21T10:03:40.691000","6968d9b33bd7615d4854fd8b","nadavatar@gmail.com","false"
"Bubble","Water","40","100","6970a47cb36ec118440c1c90","2026-01-21T10:03:40.691000","2026-01-21T10:03:40.691000","6968d9b33bd7615d4854fd8b","nadavatar@gmail.com","false"
"Ember","Fire","40","100","6970a47cb36ec118440c1ca8","2026-01-21T10:03:40.691000","2026-01-21T10:03:40.691000","6968d9b33bd7615d4854fd8b","nadavatar@gmail.com","false"
"Lovely Kiss","Normal","0","75","6970a47cb36ec118440c1ccd","2026-01-21T10:03:40.691000","2026-01-21T10:03:40.691000","6968d9b33bd7615d4854fd8b","nadavatar@gmail.com","false"
"Explosion","Normal","250","100","6970a47cb36ec118440c1ca9","2026-01-21T10:03:40.691000","2026-01-21T10:03:40.691000","6968d9b33bd7615d4854fd8b","nadavatar@gmail.com","false"
"Earthquake","Ground","100","100","6970a47cb36ec118440c1ca6","2026-01-21T10:03:40.691000","2026-01-21T10:03:40.691000","6968d9b33bd7615d4854fd8b","nadavatar@gmail.com","false"
"Fury Attack","Normal","15","85","6970a47cb36ec118440c1cb2","2026-01-21T10:03:40.691000","2026-01-21T10:03:40.691000","6968d9b33bd7615d4854fd8b","nadavatar@gmail.com","false"
"Mega Kick","Normal","120","75","6970a47cb36ec118440c1cd1","2026-01-21T10:03:40.691000","2026-01-21T10:03:40.691000","6968d9b33bd7615d4854fd8b","nadavatar@gmail.com","false"
"Fire Spin","Fire","35","85","6970a47cb36ec118440c1cac","2026-01-21T10:03:40.691000","2026-01-21T10:03:40.691000","6968d9b33bd7615d4854fd8b","nadavatar@gmail.com","false"
"Mirror Move","Flying","0","0","6970a47cb36ec118440c1cd6","2026-01-21T10:03:40.691000","2026-01-21T10:03:40.691000","6968d9b33bd7615d4854fd8b","nadavatar@gmail.com","false"
"Fissure","Ground","0","30","6970a47cb36ec118440c1cad","2026-01-21T10:03:40.691000","2026-01-21T10:03:40.691000","6968d9b33bd7615d4854fd8b","nadavatar@gmail.com","false"
"Blizzard","Ice","110","70","6970a47cb36ec118440c1c8c","2026-01-21T10:03:40.691000","2026-01-21T10:03:40.691000","6968d9b33bd7615d4854fd8b","nadavatar@gmail.com","false"
"Petal Dance","Grass","120","100","6970a47cb36ec118440c1cdb","2026-01-21T10:03:40.691000","2026-01-21T10:03:40.691000","6968d9b33bd7615d4854fd8b","nadavatar@gmail.com","false"
"Bite","Dark","60","100","6970a47cb36ec118440c1c8b","2026-01-21T10:03:40.691000","2026-01-21T10:03:40.691000","6968d9b33bd7615d4854fd8b","nadavatar@gmail.com","false"
"Growth","Normal","0","0","6970a47cb36ec118440c1cb6","2026-01-21T10:03:40.691000","2026-01-21T10:03:40.691000","6968d9b33bd7615d4854fd8b","nadavatar@gmail.com","false"
"Hyper Beam","Normal","150","90","6970a47cb36ec118440c1cc0","2026-01-21T10:03:40.691000","2026-01-21T10:03:40.691000","6968d9b33bd7615d4854fd8b","nadavatar@gmail.com","false"
"Poison Sting","Poison","15","100","6970a47cb36ec118440c1cdf","2026-01-21T10:03:40.691000","2026-01-21T10:03:40.691000","6968d9b33bd7615d4854fd8b","nadavatar@gmail.com","false"
"Bide","Normal","0","0","6970a47cb36ec118440c1c89","2026-01-21T10:03:40.691000","2026-01-21T10:03:40.691000","6968d9b33bd7615d4854fd8b","nadavatar@gmail.com","false"
"Dream Eater","Psychic","100","100","6970a47cb36ec118440c1ca4","2026-01-21T10:03:40.691000","2026-01-21T10:03:40.691000","6968d9b33bd7615d4854fd8b","nadavatar@gmail.com","false"
"Cut","Normal","50","95","6970a47cb36ec118440c1c9a","2026-01-21T10:03:40.691000","2026-01-21T10:03:40.691000","6968d9b33bd7615d4854fd8b","nadavatar@gmail.com","false"
